epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
370,3320.5,0.59248,0.41771,1.03836,0.91816,0.9599,0.98216,0.81911,0.61577,0.40303,1.04284,0.00703014,0.00703014,0.00703014
371,3329.55,0.61461,0.42142,1.03799,0.91327,0.97035,0.98356,0.82223,0.62059,0.40508,1.04905,0.00701588,0.00701588,0.00701588
372,3338.48,0.62134,0.44357,1.03025,0.91454,0.96422,0.98269,0.81815,0.6203,0.40872,1.04516,0.0070016,0.0070016,0.0070016
373,3347.16,0.59817,0.42851,1.04586,0.917,0.96436,0.98222,0.81767,0.61461,0.40016,1.0378,0.0069873,0.0069873,0.0069873
374,3355.99,0.59348,0.42911,1.0285,0.92635,0.96383,0.98286,0.81742,0.60964,0.39769,1.04177,0.00697298,0.00697298,0.00697298
375,3365.05,0.59536,0.43237,1.0354,0.93061,0.96899,0.98263,0.81872,0.60295,0.39838,1.03909,0.00695864,0.00695864,0.00695864
376,3374.08,0.61184,0.42656,1.0516,0.93174,0.96874,0.98257,0.82144,0.60239,0.39824,1.03703,0.00694428,0.00694428,0.00694428
377,3383.17,0.64223,0.4294,1.03834,0.92463,0.96538,0.98256,0.8296,0.6061,0.39206,1.03069,0.00692991,0.00692991,0.00692991
378,3392.03,0.6191,0.4335,1.03213,0.92435,0.97051,0.98296,0.82974,0.60671,0.39097,1.02689,0.00691551,0.00691551,0.00691551
379,3400.78,0.59906,0.41434,1.01993,0.92337,0.97014,0.98323,0.82591,0.6087,0.39476,1.0368,0.0069011,0.0069011,0.0069011
380,3409.53,0.58395,0.41583,1.02784,0.92318,0.96517,0.98314,0.83552,0.60694,0.40051,1.03815,0.00688667,0.00688667,0.00688667
381,3418.4,0.60937,0.42994,1.03947,0.92933,0.96386,0.98185,0.83556,0.60892,0.40654,1.04379,0.00687222,0.00687222,0.00687222
382,3427.61,0.62225,0.42072,1.04164,0.9292,0.96168,0.98155,0.82794,0.61096,0.40524,1.05063,0.00685775,0.00685775,0.00685775
383,3436.49,0.59706,0.41557,1.0254,0.92459,0.97066,0.98221,0.82671,0.61516,0.40647,1.05306,0.00684326,0.00684326,0.00684326
384,3445.51,0.68107,0.43889,1.07739,0.92352,0.96852,0.98224,0.82384,0.6146,0.40138,1.04178,0.00682876,0.00682876,0.00682876
385,3454.01,0.56867,0.41253,1.02133,0.92128,0.96648,0.9843,0.82393,0.61125,0.39066,1.04402,0.00681424,0.00681424,0.00681424
386,3462.89,0.6061,0.42388,1.03645,0.92237,0.96501,0.98463,0.8189,0.61264,0.38758,1.04047,0.0067997,0.0067997,0.0067997
387,3471.56,0.57478,0.41751,1.05259,0.92825,0.96109,0.98329,0.8207,0.61127,0.39038,1.04243,0.00678514,0.00678514,0.00678514
388,3480.65,0.58657,0.41769,1.02523,0.9151,0.96749,0.98271,0.82387,0.60719,0.39628,1.03783,0.00677057,0.00677057,0.00677057
389,3489.45,0.59095,0.4212,1.04297,0.92376,0.97225,0.98424,0.82949,0.6031,0.39392,1.03792,0.00675598,0.00675598,0.00675598
390,3498.21,0.601,0.42491,1.02996,0.92338,0.96907,0.98401,0.82549,0.5968,0.40074,1.03254,0.00674138,0.00674138,0.00674138
391,3507.22,0.59925,0.41487,1.02345,0.92466,0.97215,0.98317,0.82466,0.60548,0.39239,1.04192,0.00672675,0.00672675,0.00672675
392,3516.14,0.60615,0.42025,1.02145,0.92388,0.96504,0.98326,0.82416,0.6018,0.3851,1.03486,0.00671211,0.00671211,0.00671211
393,3525.1,0.60563,0.42225,1.02679,0.92456,0.97167,0.98388,0.82885,0.60278,0.39004,1.04594,0.00669746,0.00669746,0.00669746
394,3533.77,0.59387,0.42399,1.02786,0.92607,0.96866,0.9832,0.82493,0.59868,0.39042,1.03791,0.00668278,0.00668278,0.00668278
395,3542.93,0.61528,0.41895,1.03777,0.92221,0.9706,0.98359,0.83103,0.60233,0.39229,1.03281,0.0066681,0.0066681,0.0066681
396,3552.05,0.60606,0.4157,1.01957,0.92113,0.96557,0.98271,0.8318,0.60258,0.39022,1.02544,0.00665339,0.00665339,0.00665339
397,3560.58,0.58101,0.40447,1.03843,0.91581,0.96505,0.98254,0.83428,0.60697,0.38533,1.02764,0.00663867,0.00663867,0.00663867
398,3569.46,0.59502,0.41403,1.04028,0.92014,0.97255,0.98367,0.83946,0.60444,0.39048,1.03039,0.00662393,0.00662393,0.00662393
399,3578.18,0.61619,0.41618,1.05479,0.91754,0.96926,0.98337,0.83417,0.59885,0.39348,1.03325,0.00660918,0.00660918,0.00660918
400,3587.03,0.61274,0.42088,1.04089,0.92279,0.96854,0.98372,0.83518,0.6013,0.3945,1.04461,0.00659442,0.00659442,0.00659442
401,3595.76,0.55858,0.40296,1.011,0.92818,0.96825,0.98415,0.83664,0.60411,0.39524,1.03816,0.00657963,0.00657963,0.00657963
402,3604.45,0.5969,0.43909,1.04113,0.92173,0.9706,0.98383,0.82908,0.6061,0.3926,1.03779,0.00656484,0.00656484,0.00656484
403,3613.12,0.566,0.40742,1.01618,0.92353,0.97319,0.98303,0.82359,0.6054,0.39086,1.03812,0.00655002,0.00655002,0.00655002
404,3621.93,0.59144,0.41843,1.02502,0.91581,0.96962,0.9838,0.82125,0.60468,0.38928,1.03466,0.0065352,0.0065352,0.0065352
405,3630.57,0.60588,0.41676,1.04002,0.8911,0.98121,0.98288,0.82265,0.60261,0.38796,1.03515,0.00652036,0.00652036,0.00652036
406,3639.25,0.58539,0.40566,1.0528,0.92022,0.96909,0.98307,0.82199,0.60446,0.38782,1.03781,0.0065055,0.0065055,0.0065055
407,3647.81,0.60105,0.42949,1.03318,0.92722,0.96437,0.98356,0.8298,0.6107,0.39161,1.03951,0.00649063,0.00649063,0.00649063
408,3656.86,0.60651,0.41428,1.04086,0.92423,0.9685,0.98401,0.83299,0.59911,0.38996,1.02949,0.00647574,0.00647574,0.00647574
409,3665.95,0.62802,0.42915,1.0285,0.9226,0.96935,0.9842,0.83018,0.59991,0.39704,1.03068,0.00646085,0.00646085,0.00646085
410,3674.9,0.6315,0.42865,1.05675,0.92553,0.9714,0.98486,0.83129,0.596,0.38751,1.02545,0.00644593,0.00644593,0.00644593
411,3683.71,0.62072,0.40909,1.02392,0.92354,0.97165,0.98483,0.82585,0.60358,0.38596,1.03732,0.00643101,0.00643101,0.00643101
412,3692.42,0.61664,0.43104,1.05988,0.92651,0.97231,0.98463,0.83124,0.60255,0.38083,1.03467,0.00641607,0.00641607,0.00641607
413,3701.02,0.54597,0.38459,1.00473,0.9255,0.97129,0.9852,0.8288,0.60668,0.38067,1.04059,0.00640111,0.00640111,0.00640111
414,3709.72,0.58678,0.39371,1.02346,0.92638,0.97266,0.98479,0.83504,0.60592,0.38162,1.03663,0.00638615,0.00638615,0.00638615
415,3718.69,0.60186,0.43565,1.02,0.92316,0.97087,0.98455,0.83405,0.60669,0.38253,1.03953,0.00637116,0.00637116,0.00637116
416,3727.4,0.58467,0.41398,1.03504,0.91581,0.97041,0.98519,0.83961,0.60464,0.3826,1.04099,0.00635617,0.00635617,0.00635617
417,3736.51,0.59617,0.41761,1.02401,0.92309,0.97241,0.98405,0.83198,0.60229,0.38356,1.04003,0.00634117,0.00634117,0.00634117
418,3745.44,0.58302,0.41046,1.02224,0.92533,0.97194,0.98458,0.83247,0.60463,0.38296,1.0469,0.00632615,0.00632615,0.00632615
419,3754.39,0.60361,0.43346,1.03431,0.92317,0.97309,0.98405,0.83558,0.60065,0.38059,1.03581,0.00631112,0.00631112,0.00631112
420,3763.19,0.60216,0.41863,1.03352,0.92414,0.96595,0.98348,0.82341,0.60799,0.39432,1.04334,0.00629607,0.00629607,0.00629607
421,3772.17,0.57466,0.41189,1.02662,0.91992,0.96697,0.98312,0.83034,0.60407,0.38663,1.03915,0.00628101,0.00628101,0.00628101
422,3781.03,0.59747,0.41508,1.03529,0.92097,0.97287,0.98422,0.83037,0.60462,0.37501,1.04167,0.00626595,0.00626595,0.00626595
423,3789.89,0.56814,0.39183,1.02435,0.9244,0.96878,0.98453,0.82592,0.60082,0.38438,1.03277,0.00625087,0.00625087,0.00625087
424,3798.81,0.61438,0.42683,1.05111,0.92769,0.9753,0.98498,0.82839,0.60504,0.38857,1.0376,0.00623577,0.00623577,0.00623577
425,3807.48,0.60366,0.42187,1.03506,0.9184,0.96675,0.98367,0.82968,0.60567,0.38306,1.0345,0.00622067,0.00622067,0.00622067
426,3816.52,0.58019,0.39631,1.02326,0.92274,0.97087,0.98376,0.82813,0.60156,0.37926,1.02699,0.00620555,0.00620555,0.00620555
427,3825.29,0.58838,0.39666,1.02214,0.92512,0.9699,0.9841,0.83198,0.59651,0.37551,1.02837,0.00619043,0.00619043,0.00619043
428,3834.01,0.58135,0.40687,1.01053,0.92727,0.97259,0.98414,0.82951,0.59631,0.37895,1.03515,0.00617529,0.00617529,0.00617529
429,3842.81,0.57215,0.40386,1.02378,0.92262,0.97213,0.98334,0.83288,0.59443,0.37607,1.03432,0.00616014,0.00616014,0.00616014
430,3851.36,0.55712,0.40633,1.01717,0.92378,0.96867,0.98298,0.8284,0.59641,0.37362,1.03404,0.00614498,0.00614498,0.00614498
431,3860.58,0.5736,0.3994,0.9918,0.92485,0.97038,0.98289,0.82907,0.59773,0.37797,1.03583,0.00612981,0.00612981,0.00612981
432,3869.2,0.54122,0.38858,1.0207,0.91435,0.97111,0.98388,0.83385,0.59395,0.38269,1.03171,0.00611463,0.00611463,0.00611463
433,3878.2,0.56917,0.39373,0.99986,0.91355,0.9712,0.98334,0.83102,0.59698,0.38617,1.02588,0.00609944,0.00609944,0.00609944
434,3887.24,0.59786,0.40845,1.0194,0.91877,0.97431,0.98429,0.82916,0.59911,0.38194,1.03104,0.00608423,0.00608423,0.00608423
435,3895.94,0.60216,0.40053,1.01998,0.92116,0.96659,0.9838,0.8263,0.60273,0.38002,1.0347,0.00606902,0.00606902,0.00606902
436,3904.51,0.55715,0.38447,1.0166,0.91814,0.96603,0.98389,0.83369,0.59832,0.38311,1.02739,0.0060538,0.0060538,0.0060538
437,3913.62,0.56004,0.39932,1.00523,0.91842,0.96756,0.9833,0.83298,0.59975,0.38167,1.02831,0.00603856,0.00603856,0.00603856
438,3922.36,0.55688,0.39249,1.03356,0.91111,0.9674,0.98212,0.82417,0.60262,0.3787,1.02805,0.00602332,0.00602332,0.00602332
439,3931.26,0.56824,0.39814,1.00491,0.91766,0.96422,0.98246,0.82543,0.60714,0.37663,1.03211,0.00600807,0.00600807,0.00600807
440,3939.97,0.56167,0.39617,1.01729,0.92528,0.96257,0.98332,0.82922,0.6048,0.38139,1.0321,0.00599281,0.00599281,0.00599281
441,3948.7,0.57064,0.40176,1.02466,0.92884,0.96634,0.98323,0.82445,0.59956,0.37883,1.03087,0.00597754,0.00597754,0.00597754
442,3957.63,0.57541,0.40348,1.02035,0.92591,0.96587,0.98222,0.82631,0.59656,0.37867,1.03396,0.00596226,0.00596226,0.00596226
443,3966.38,0.55669,0.39589,1.01735,0.92507,0.9673,0.98387,0.82893,0.59226,0.37704,1.02965,0.00594697,0.00594697,0.00594697
444,3975.16,0.58095,0.39642,1.02107,0.92389,0.97057,0.98359,0.83153,0.59668,0.37568,1.0339,0.00593167,0.00593167,0.00593167
445,3984.33,0.5941,0.4029,1.02358,0.92013,0.96996,0.98251,0.82792,0.59678,0.37798,1.03591,0.00591636,0.00591636,0.00591636
446,3993.06,0.55863,0.38811,1.00951,0.9155,0.96874,0.98281,0.83014,0.60074,0.37798,1.03521,0.00590105,0.00590105,0.00590105
447,4001.83,0.55064,0.3877,1.00831,0.91966,0.97139,0.98377,0.8281,0.59937,0.37503,1.03347,0.00588573,0.00588573,0.00588573
448,4010.78,0.57254,0.39026,1.01919,0.92665,0.9719,0.98353,0.82647,0.5954,0.37615,1.03139,0.00587039,0.00587039,0.00587039
449,4019.4,0.59095,0.40017,1.01663,0.92822,0.97002,0.98404,0.83035,0.59732,0.3748,1.03817,0.00585505,0.00585505,0.00585505
450,4028.06,0.58811,0.41825,1.02535,0.92595,0.96831,0.9839,0.83372,0.59738,0.371,1.03675,0.00583971,0.00583971,0.00583971
451,4036.45,0.54816,0.39523,1.01877,0.92811,0.96809,0.98367,0.82954,0.59653,0.37471,1.03872,0.00582435,0.00582435,0.00582435
452,4045.06,0.59389,0.39059,1.02191,0.92715,0.96893,0.98356,0.82952,0.59536,0.37759,1.03798,0.00580899,0.00580899,0.00580899
453,4053.76,0.53675,0.37708,1.01357,0.92385,0.96587,0.98344,0.83422,0.59336,0.37448,1.03356,0.00579362,0.00579362,0.00579362
454,4062.56,0.56251,0.39003,1.01664,0.92542,0.96484,0.98409,0.83737,0.59114,0.37821,1.03534,0.00577824,0.00577824,0.00577824
455,4071.28,0.57683,0.40243,1.03112,0.92316,0.9702,0.98389,0.83967,0.59055,0.37374,1.03299,0.00576285,0.00576285,0.00576285
456,4079.92,0.54605,0.39149,1.01512,0.92466,0.96865,0.98391,0.83676,0.59131,0.37274,1.03136,0.00574746,0.00574746,0.00574746
457,4088.73,0.60491,0.40363,0.9979,0.92659,0.97044,0.98389,0.83474,0.59254,0.37486,1.03211,0.00573206,0.00573206,0.00573206
458,4097.48,0.56011,0.40206,1.0182,0.92354,0.97058,0.98393,0.83571,0.58833,0.37632,1.03055,0.00571666,0.00571666,0.00571666
459,4106,0.56318,0.38257,1.01039,0.92008,0.97539,0.98421,0.83306,0.59002,0.38003,1.03025,0.00570124,0.00570124,0.00570124
460,4115.19,0.58987,0.39464,1.02106,0.92002,0.97031,0.98382,0.83327,0.59465,0.37947,1.03112,0.00568582,0.00568582,0.00568582
461,4124.22,0.55977,0.38752,1.02133,0.9219,0.97132,0.98376,0.83229,0.59356,0.37663,1.02789,0.0056704,0.0056704,0.0056704
462,4133.1,0.56258,0.38319,1.02471,0.92537,0.97573,0.98394,0.82831,0.60035,0.37657,1.03872,0.00565497,0.00565497,0.00565497
463,4141.9,0.54137,0.38162,1.00716,0.92323,0.97203,0.98374,0.83003,0.59897,0.37565,1.03936,0.00563953,0.00563953,0.00563953
464,4150.95,0.57106,0.39479,1.02711,0.92459,0.96665,0.98419,0.82656,0.60265,0.3788,1.0439,0.00562409,0.00562409,0.00562409
465,4159.55,0.55654,0.38694,1.00913,0.92206,0.96708,0.98419,0.82981,0.60026,0.37639,1.03985,0.00560864,0.00560864,0.00560864
466,4168.17,0.53784,0.37052,1.01335,0.91942,0.97194,0.98447,0.82785,0.59728,0.37175,1.04153,0.00559318,0.00559318,0.00559318
467,4177.26,0.55663,0.38349,1.01966,0.9226,0.96917,0.98452,0.83249,0.5951,0.3743,1.04047,0.00557773,0.00557773,0.00557773
468,4186.34,0.55944,0.388,1.01649,0.91975,0.97461,0.98396,0.83122,0.58968,0.37625,1.03545,0.00556226,0.00556226,0.00556226
469,4195.15,0.56922,0.38735,1.02241,0.91713,0.97222,0.98432,0.83236,0.58817,0.37493,1.03303,0.00554679,0.00554679,0.00554679
470,4203.84,0.55938,0.39525,1.01684,0.9217,0.97466,0.98387,0.83488,0.59417,0.3733,1.04233,0.00553132,0.00553132,0.00553132
471,4212.73,0.56403,0.40505,1.0152,0.9226,0.97251,0.98408,0.82804,0.59657,0.37491,1.04221,0.00551584,0.00551584,0.00551584
472,4221.69,0.55837,0.39441,1.0288,0.91875,0.97371,0.98375,0.82782,0.60119,0.37633,1.04372,0.00550035,0.00550035,0.00550035
473,4230.77,0.57724,0.40761,1.01455,0.92191,0.97337,0.98295,0.82313,0.60066,0.38119,1.04209,0.00548486,0.00548486,0.00548486
474,4239.53,0.57543,0.39124,1.00288,0.92475,0.97803,0.98306,0.83085,0.59912,0.38098,1.04106,0.00546937,0.00546937,0.00546937
475,4248.13,0.56606,0.38369,1.01236,0.92388,0.97321,0.98354,0.83069,0.59667,0.37838,1.03557,0.00545387,0.00545387,0.00545387
476,4257.17,0.56273,0.38675,1.00942,0.92187,0.97139,0.98304,0.83133,0.58925,0.37789,1.03363,0.00543837,0.00543837,0.00543837
477,4266.12,0.58018,0.39643,1.00273,0.92154,0.97167,0.98341,0.82986,0.58625,0.3743,1.0279,0.00542287,0.00542287,0.00542287
478,4275.23,0.56779,0.40348,1.03284,0.92626,0.96963,0.98327,0.82828,0.58845,0.37456,1.02972,0.00540736,0.00540736,0.00540736
479,4284.13,0.56386,0.39496,1.00504,0.92815,0.96851,0.98267,0.83219,0.59069,0.37467,1.02867,0.00539185,0.00539185,0.00539185
480,4292.69,0.56888,0.38615,1.01395,0.9267,0.96733,0.98269,0.83373,0.59168,0.37427,1.02465,0.00537633,0.00537633,0.00537633
481,4301.39,0.52927,0.3793,0.99751,0.9259,0.97419,0.98421,0.83568,0.59086,0.37217,1.02233,0.00536081,0.00536081,0.00536081
482,4310.2,0.56647,0.3863,1.00593,0.92744,0.96802,0.984,0.83507,0.59366,0.3684,1.02143,0.00534529,0.00534529,0.00534529
483,4319.26,0.57273,0.38716,1.01525,0.93346,0.9699,0.98431,0.836,0.58985,0.37335,1.02595,0.00532977,0.00532977,0.00532977
484,4327.83,0.56045,0.383,1.00361,0.93311,0.97043,0.98474,0.83729,0.58895,0.36833,1.02741,0.00531424,0.00531424,0.00531424
485,4336.56,0.56817,0.39123,1.01558,0.92917,0.97397,0.98388,0.83672,0.59361,0.37226,1.03248,0.00529871,0.00529871,0.00529871
486,4345.35,0.55506,0.37621,1.01953,0.9292,0.97514,0.98376,0.83098,0.59197,0.37392,1.02968,0.00528318,0.00528318,0.00528318
487,4353.86,0.53835,0.36678,1.01878,0.93659,0.96901,0.98393,0.83777,0.5918,0.37127,1.03068,0.00526764,0.00526764,0.00526764
488,4362.49,0.54869,0.36581,1.01589,0.92932,0.97474,0.9838,0.8282,0.59553,0.37179,1.03301,0.00525211,0.00525211,0.00525211
489,4371.24,0.54818,0.37579,1.01393,0.93133,0.97515,0.98353,0.83447,0.59678,0.37288,1.03352,0.00523657,0.00523657,0.00523657
490,4379.94,0.54027,0.37108,0.9869,0.93073,0.97445,0.9836,0.83627,0.59952,0.37437,1.04095,0.00522103,0.00522103,0.00522103
491,4389.02,0.53975,0.38529,1.01099,0.93184,0.97399,0.98368,0.83389,0.59768,0.37542,1.04178,0.00520548,0.00520548,0.00520548
492,4397.73,0.54347,0.37773,1.01543,0.9325,0.97494,0.98309,0.83263,0.59676,0.37391,1.03996,0.00518994,0.00518994,0.00518994
493,4406.38,0.57296,0.38658,1.01518,0.93054,0.97856,0.98365,0.83365,0.59407,0.37302,1.02759,0.00517439,0.00517439,0.00517439
494,4415.24,0.54311,0.36559,0.99867,0.93042,0.97833,0.9837,0.83078,0.59283,0.3715,1.02665,0.00515885,0.00515885,0.00515885
495,4424.22,0.5529,0.38655,1.00085,0.93267,0.97654,0.98333,0.82866,0.59225,0.37298,1.02538,0.0051433,0.0051433,0.0051433
496,4433.22,0.57995,0.39125,1.00053,0.92744,0.97406,0.9833,0.82634,0.59081,0.37272,1.02628,0.00512775,0.00512775,0.00512775
497,4441.92,0.54458,0.37429,0.99033,0.92923,0.97477,0.98354,0.83349,0.59057,0.37111,1.03011,0.0051122,0.0051122,0.0051122
498,4450.67,0.54347,0.37065,1.00948,0.92875,0.97585,0.98356,0.83202,0.5942,0.37413,1.03318,0.00509665,0.00509665,0.00509665
499,4459.69,0.56033,0.3762,1.00116,0.9264,0.97815,0.98462,0.83076,0.58694,0.37494,1.0279,0.0050811,0.0050811,0.0050811
500,4468.58,0.57672,0.41059,1.0279,0.9277,0.97443,0.98465,0.83846,0.58644,0.3689,1.02649,0.00506555,0.00506555,0.00506555
501,4477.64,0.55523,0.385,1.00275,0.92599,0.97544,0.98391,0.83341,0.59254,0.37075,1.02824,0.00505,0.00505,0.00505
502,4486.46,0.56884,0.3818,1.00847,0.92906,0.9714,0.98453,0.8328,0.59306,0.3762,1.02801,0.00503445,0.00503445,0.00503445
503,4495.39,0.52833,0.36392,1.00148,0.93328,0.97209,0.98386,0.83425,0.59137,0.37591,1.02524,0.0050189,0.0050189,0.0050189
504,4504.13,0.56074,0.38378,1.0099,0.93232,0.97371,0.98429,0.83664,0.59013,0.37336,1.02664,0.00500335,0.00500335,0.00500335
505,4512.91,0.55414,0.38942,1.02484,0.92706,0.97255,0.98423,0.83781,0.58799,0.3734,1.02504,0.0049878,0.0049878,0.0049878
