epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
185,1684.33,0.72967,0.55551,1.13919,0.90692,0.90295,0.96186,0.76816,0.67659,0.49484,1.0857,0.00919576,0.00919576,0.00919576
186,1693.21,0.75976,0.61754,1.17506,0.90983,0.92068,0.97109,0.78769,0.67438,0.49421,1.09532,0.00918725,0.00918725,0.00918725
187,1701.94,0.73796,0.55927,1.13093,0.89353,0.94184,0.97493,0.78198,0.67569,0.46522,1.09233,0.00917869,0.00917869,0.00917869
188,1710.77,0.74166,0.55386,1.12843,0.85803,0.94184,0.96577,0.78078,0.67632,0.49336,1.09046,0.00917009,0.00917009,0.00917009
189,1719.62,0.70592,0.54643,1.10984,0.8687,0.92897,0.96878,0.78045,0.68403,0.50257,1.09191,0.00916145,0.00916145,0.00916145
190,1728.71,0.71472,0.55549,1.13452,0.88539,0.91534,0.97217,0.78991,0.65862,0.47268,1.08485,0.00915277,0.00915277,0.00915277
191,1737.72,0.696,0.5231,1.10743,0.81306,0.98636,0.97885,0.79465,0.67233,0.46908,1.09309,0.00914405,0.00914405,0.00914405
192,1746.46,0.71875,0.5474,1.14344,0.91842,0.92571,0.97938,0.78253,0.67401,0.49098,1.09403,0.00913529,0.00913529,0.00913529
193,1755.55,0.73235,0.54795,1.14699,0.90392,0.92497,0.97445,0.77622,0.67438,0.50057,1.08418,0.00912649,0.00912649,0.00912649
194,1764.82,0.70938,0.54235,1.11912,0.88609,0.94331,0.95663,0.76538,0.67634,0.47228,1.08201,0.00911764,0.00911764,0.00911764
195,1773.81,0.73251,0.53326,1.12456,0.87768,0.94219,0.97639,0.79011,0.66152,0.48642,1.07657,0.00910876,0.00910876,0.00910876
196,1782.45,0.68099,0.54156,1.11539,0.90993,0.91728,0.95751,0.7753,0.67608,0.49355,1.09745,0.00909984,0.00909984,0.00909984
197,1791.44,0.73568,0.56454,1.13518,0.82908,0.97815,0.97775,0.78637,0.66975,0.47809,1.09051,0.00909088,0.00909088,0.00909088
198,1800.51,0.73369,0.55714,1.13594,0.88123,0.94267,0.97804,0.79128,0.66736,0.46608,1.07409,0.00908188,0.00908188,0.00908188
199,1809.39,0.74054,0.54368,1.12684,0.86837,0.96714,0.9766,0.78738,0.6745,0.46907,1.09189,0.00907284,0.00907284,0.00907284
200,1818.2,0.73745,0.53753,1.11906,0.83366,0.96001,0.97986,0.78202,0.67477,0.46874,1.08805,0.00906375,0.00906375,0.00906375
201,1826.93,0.73818,0.53998,1.1267,0.89423,0.95333,0.97717,0.79116,0.66879,0.47009,1.08745,0.00905463,0.00905463,0.00905463
202,1835.95,0.73179,0.54047,1.11943,0.87497,0.95915,0.97824,0.79088,0.66532,0.47489,1.08182,0.00904547,0.00904547,0.00904547
203,1844.53,0.71156,0.54641,1.10644,0.90168,0.94668,0.98117,0.78607,0.67809,0.46715,1.10848,0.00903627,0.00903627,0.00903627
204,1853.36,0.72164,0.55284,1.14735,0.89684,0.92357,0.97969,0.79004,0.6676,0.4707,1.08581,0.00902703,0.00902703,0.00902703
205,1862.16,0.69341,0.54028,1.13286,0.86397,0.95867,0.97551,0.78933,0.67398,0.47954,1.08698,0.00901776,0.00901776,0.00901776
206,1871.25,0.73003,0.54087,1.13648,0.90441,0.92509,0.97771,0.78071,0.67494,0.47614,1.08872,0.00900844,0.00900844,0.00900844
207,1880.17,0.73472,0.55438,1.13647,0.90754,0.93156,0.97939,0.78965,0.66944,0.45742,1.09209,0.00899908,0.00899908,0.00899908
208,1889.18,0.72605,0.54341,1.12226,0.86462,0.96084,0.98002,0.79556,0.671,0.47288,1.09445,0.00898969,0.00898969,0.00898969
209,1898.11,0.70306,0.54489,1.13004,0.88888,0.97417,0.98054,0.79623,0.65571,0.46749,1.07824,0.00898025,0.00898025,0.00898025
210,1906.78,0.74269,0.53216,1.11472,0.89281,0.93397,0.97748,0.79124,0.68688,0.45882,1.09448,0.00897078,0.00897078,0.00897078
211,1915.57,0.68433,0.51753,1.10696,0.8969,0.93924,0.98062,0.79329,0.67632,0.45993,1.08143,0.00896127,0.00896127,0.00896127
212,1924.23,0.69076,0.53701,1.12467,0.85376,0.96305,0.977,0.78412,0.6824,0.48819,1.08454,0.00895172,0.00895172,0.00895172
213,1933.05,0.69967,0.52615,1.08805,0.9087,0.92803,0.97922,0.8024,0.66711,0.46831,1.08298,0.00894213,0.00894213,0.00894213
214,1941.91,0.72217,0.55793,1.14207,0.90695,0.93006,0.97788,0.79486,0.6706,0.47593,1.07333,0.0089325,0.0089325,0.0089325
215,1950.65,0.74545,0.53628,1.12287,0.89615,0.9439,0.97987,0.78605,0.67044,0.47284,1.10379,0.00892283,0.00892283,0.00892283
216,1959.77,0.69647,0.52311,1.09892,0.89008,0.9439,0.9797,0.78298,0.67065,0.46661,1.08709,0.00891313,0.00891313,0.00891313
217,1968.87,0.72603,0.53816,1.12537,0.91892,0.93103,0.98185,0.79589,0.67034,0.45247,1.08792,0.00890339,0.00890339,0.00890339
218,1977.61,0.72726,0.52952,1.1463,0.90737,0.93416,0.98041,0.79764,0.65594,0.45975,1.07083,0.00889361,0.00889361,0.00889361
219,1986.38,0.6883,0.51009,1.09555,0.90816,0.92387,0.97792,0.79608,0.65548,0.47093,1.07645,0.00888379,0.00888379,0.00888379
220,1995.1,0.70129,0.53591,1.11769,0.92014,0.95455,0.98312,0.81731,0.65661,0.45684,1.06446,0.00887393,0.00887393,0.00887393
221,2003.83,0.68504,0.5431,1.13211,0.86732,0.97808,0.9831,0.80972,0.64458,0.4597,1.06343,0.00886404,0.00886404,0.00886404
222,2012.59,0.7063,0.53663,1.11292,0.88052,0.9674,0.98337,0.79085,0.64586,0.47305,1.06417,0.00885411,0.00885411,0.00885411
223,2021.08,0.68527,0.51143,1.11459,0.87879,0.95792,0.98276,0.80293,0.64589,0.45083,1.06697,0.00884414,0.00884414,0.00884414
224,2029.99,0.70513,0.5261,1.11538,0.89058,0.91881,0.97711,0.80393,0.65111,0.47557,1.06908,0.00883413,0.00883413,0.00883413
225,2039.21,0.71424,0.5233,1.10354,0.86886,0.92133,0.97944,0.79421,0.65858,0.48034,1.06973,0.00882409,0.00882409,0.00882409
226,2048,0.72724,0.52654,1.12478,0.88286,0.96915,0.97813,0.799,0.66436,0.46196,1.07864,0.00881401,0.00881401,0.00881401
227,2057.04,0.69528,0.49895,1.11559,0.92795,0.90388,0.97984,0.78874,0.65265,0.45879,1.07089,0.00880389,0.00880389,0.00880389
228,2066.37,0.69347,0.52488,1.11493,0.89318,0.93384,0.9792,0.7858,0.65801,0.46069,1.07009,0.00879374,0.00879374,0.00879374
229,2075.04,0.67426,0.50832,1.08734,0.90437,0.93747,0.98023,0.78674,0.65304,0.46962,1.06283,0.00878354,0.00878354,0.00878354
230,2084.08,0.6882,0.51141,1.12895,0.90448,0.9308,0.98157,0.80396,0.64725,0.45478,1.05597,0.00877332,0.00877332,0.00877332
231,2092.7,0.70264,0.5167,1.09604,0.90382,0.9179,0.96645,0.7936,0.65178,0.45269,1.07156,0.00876305,0.00876305,0.00876305
232,2101.52,0.69166,0.51632,1.10362,0.92393,0.89637,0.97952,0.8078,0.64697,0.46357,1.06352,0.00875275,0.00875275,0.00875275
233,2110.7,0.70381,0.51194,1.10444,0.83935,0.97963,0.98044,0.80498,0.65398,0.46357,1.07522,0.00874241,0.00874241,0.00874241
234,2119.37,0.71943,0.52553,1.10714,0.90391,0.92331,0.98003,0.80726,0.65549,0.45575,1.08429,0.00873203,0.00873203,0.00873203
235,2128.13,0.7051,0.53236,1.12548,0.91327,0.93287,0.97611,0.78723,0.65588,0.44856,1.07697,0.00872162,0.00872162,0.00872162
236,2136.97,0.6708,0.50614,1.10706,0.87018,0.96047,0.97809,0.80381,0.64485,0.46557,1.07176,0.00871117,0.00871117,0.00871117
237,2145.38,0.67571,0.50752,1.11747,0.91208,0.92007,0.97673,0.80267,0.63402,0.45659,1.06856,0.00870069,0.00870069,0.00870069
238,2154.21,0.68798,0.51323,1.09132,0.91125,0.91736,0.98215,0.79554,0.63938,0.45972,1.06116,0.00869017,0.00869017,0.00869017
239,2163.39,0.71155,0.52323,1.11364,0.85229,0.97864,0.983,0.80131,0.65554,0.45115,1.0693,0.00867961,0.00867961,0.00867961
240,2172.15,0.70554,0.49781,1.10903,0.88596,0.96992,0.97956,0.80308,0.64543,0.44365,1.07041,0.00866902,0.00866902,0.00866902
241,2181.22,0.68355,0.49355,1.09609,0.89793,0.96966,0.98028,0.80233,0.64858,0.46744,1.07191,0.00865839,0.00865839,0.00865839
242,2190.18,0.71254,0.50837,1.12708,0.87659,0.95473,0.98258,0.81444,0.63972,0.44199,1.05612,0.00864773,0.00864773,0.00864773
243,2199.14,0.69177,0.52574,1.11247,0.89568,0.96413,0.98205,0.81383,0.63977,0.44713,1.05882,0.00863703,0.00863703,0.00863703
244,2208.08,0.6723,0.49626,1.12756,0.91299,0.9647,0.9823,0.81224,0.63977,0.43946,1.0531,0.0086263,0.0086263,0.0086263
245,2217,0.65686,0.4864,1.09515,0.90144,0.93334,0.98173,0.79602,0.65561,0.46493,1.07019,0.00861553,0.00861553,0.00861553
246,2225.69,0.69424,0.49779,1.11904,0.85752,0.96552,0.98036,0.8046,0.64266,0.44884,1.06229,0.00860473,0.00860473,0.00860473
247,2234.81,0.69859,0.50703,1.10193,0.89584,0.96852,0.98231,0.80998,0.6334,0.43931,1.04181,0.00859389,0.00859389,0.00859389
248,2243.88,0.66631,0.48766,1.07952,0.90248,0.94349,0.98067,0.80406,0.64278,0.43973,1.06117,0.00858301,0.00858301,0.00858301
249,2252.68,0.64202,0.49374,1.08181,0.88602,0.9629,0.98019,0.80449,0.64501,0.44023,1.06103,0.0085721,0.0085721,0.0085721
250,2261.4,0.66387,0.48013,1.09902,0.9024,0.95738,0.98115,0.80422,0.64834,0.45145,1.06337,0.00856116,0.00856116,0.00856116
251,2270.14,0.67916,0.49172,1.12403,0.89522,0.95961,0.98255,0.80378,0.65431,0.46376,1.07562,0.00855018,0.00855018,0.00855018
252,2279.18,0.6627,0.48576,1.10728,0.91551,0.94419,0.98268,0.81602,0.62849,0.43873,1.05239,0.00853917,0.00853917,0.00853917
253,2287.97,0.69009,0.49177,1.08475,0.88147,0.97199,0.98261,0.81185,0.62741,0.44733,1.04837,0.00852812,0.00852812,0.00852812
254,2296.94,0.68546,0.50882,1.10619,0.91068,0.95602,0.98105,0.79866,0.64001,0.44792,1.05341,0.00851704,0.00851704,0.00851704
255,2305.58,0.64147,0.48723,1.07984,0.86966,0.96843,0.98135,0.8078,0.63049,0.44576,1.0597,0.00850592,0.00850592,0.00850592
256,2314.51,0.68006,0.50566,1.08433,0.88517,0.95895,0.98258,0.81305,0.63148,0.44142,1.0549,0.00849477,0.00849477,0.00849477
257,2323.5,0.66001,0.49076,1.07848,0.91072,0.94695,0.98338,0.8131,0.63995,0.44733,1.0589,0.00848358,0.00848358,0.00848358
258,2332.48,0.67593,0.48068,1.07455,0.85661,0.98057,0.98176,0.81475,0.6264,0.44435,1.04692,0.00847237,0.00847237,0.00847237
259,2341.52,0.67175,0.50928,1.0948,0.90381,0.96072,0.98146,0.81157,0.63622,0.44322,1.06038,0.00846111,0.00846111,0.00846111
260,2350.52,0.65649,0.47909,1.09255,0.90765,0.96241,0.98168,0.81128,0.64055,0.44656,1.06491,0.00844983,0.00844983,0.00844983
261,2359.46,0.66591,0.48014,1.07777,0.88137,0.97684,0.98033,0.80992,0.63286,0.43324,1.05767,0.00843851,0.00843851,0.00843851
262,2368.19,0.63339,0.47566,1.07178,0.89449,0.97645,0.98202,0.80627,0.63492,0.43453,1.05278,0.00842716,0.00842716,0.00842716
263,2377.43,0.69983,0.49631,1.09027,0.89103,0.97462,0.98215,0.81562,0.6403,0.43663,1.05774,0.00841577,0.00841577,0.00841577
264,2386.36,0.67438,0.48648,1.09728,0.87455,0.97665,0.98057,0.80728,0.63326,0.44697,1.05509,0.00840435,0.00840435,0.00840435
265,2395.34,0.6941,0.51537,1.08564,0.87166,0.95701,0.98057,0.80483,0.64388,0.44293,1.07061,0.0083929,0.0083929,0.0083929
266,2404.02,0.67116,0.47512,1.1108,0.91138,0.92315,0.98182,0.79758,0.63725,0.45116,1.05666,0.00838141,0.00838141,0.00838141
267,2412.78,0.66487,0.49044,1.09473,0.86984,0.9414,0.98057,0.81868,0.63613,0.45306,1.05174,0.00836989,0.00836989,0.00836989
268,2421.51,0.67642,0.50037,1.09444,0.89816,0.96509,0.98277,0.8132,0.64083,0.43626,1.05852,0.00835834,0.00835834,0.00835834
269,2430.66,0.6668,0.47303,1.08702,0.89889,0.95184,0.98164,0.80469,0.64513,0.43117,1.06419,0.00834676,0.00834676,0.00834676
270,2439.67,0.65094,0.47513,1.08357,0.88572,0.95304,0.98184,0.80612,0.63355,0.42835,1.05709,0.00833514,0.00833514,0.00833514
271,2448.63,0.68557,0.49328,1.10349,0.91905,0.94385,0.98212,0.8131,0.63566,0.42581,1.06634,0.00832349,0.00832349,0.00832349
272,2457.83,0.67727,0.50282,1.07074,0.90644,0.96718,0.98035,0.8109,0.62797,0.42791,1.05248,0.00831181,0.00831181,0.00831181
273,2466.78,0.64825,0.48989,1.0742,0.90464,0.93496,0.9799,0.80117,0.64372,0.43596,1.07501,0.0083001,0.0083001,0.0083001
274,2475.74,0.67342,0.48088,1.08248,0.89991,0.95277,0.98107,0.8086,0.63441,0.44073,1.06751,0.00828835,0.00828835,0.00828835
275,2484.77,0.68284,0.48636,1.07863,0.89644,0.97861,0.98346,0.81214,0.63977,0.43512,1.06818,0.00827658,0.00827658,0.00827658
276,2493.96,0.67825,0.48039,1.0575,0.90859,0.94305,0.98141,0.80965,0.64129,0.44564,1.05976,0.00826477,0.00826477,0.00826477
277,2502.78,0.66665,0.48298,1.09004,0.91503,0.96401,0.98054,0.80654,0.64019,0.42797,1.06494,0.00825293,0.00825293,0.00825293
278,2511.54,0.61375,0.46077,1.07274,0.89644,0.97464,0.98135,0.81141,0.63326,0.43045,1.05544,0.00824105,0.00824105,0.00824105
279,2520.12,0.66516,0.47619,1.07172,0.91566,0.91953,0.9708,0.79441,0.64701,0.43538,1.06497,0.00822915,0.00822915,0.00822915
280,2529.1,0.65284,0.48009,1.09343,0.90836,0.94101,0.98036,0.7997,0.6493,0.44228,1.07371,0.00821722,0.00821722,0.00821722
281,2538.15,0.66113,0.46931,1.07871,0.90234,0.95819,0.98095,0.8129,0.63818,0.43608,1.06044,0.00820525,0.00820525,0.00820525
282,2547.35,0.65272,0.45618,1.05842,0.90506,0.96025,0.98174,0.81018,0.63502,0.4316,1.04917,0.00819325,0.00819325,0.00819325
283,2556,0.62677,0.45896,1.06395,0.89114,0.96492,0.9817,0.81949,0.63023,0.42388,1.04883,0.00818122,0.00818122,0.00818122
284,2564.57,0.61707,0.4662,1.07071,0.92091,0.94474,0.98259,0.82229,0.62703,0.42692,1.05009,0.00816916,0.00816916,0.00816916
285,2573.62,0.64205,0.47463,1.07094,0.91492,0.94798,0.98236,0.81176,0.63467,0.43123,1.06163,0.00815707,0.00815707,0.00815707
286,2582.76,0.66783,0.4676,1.06411,0.88634,0.94901,0.98336,0.80877,0.63795,0.43101,1.06215,0.00814495,0.00814495,0.00814495
287,2591.4,0.68094,0.48691,1.09259,0.89265,0.95514,0.98227,0.80843,0.63976,0.43339,1.06216,0.0081328,0.0081328,0.0081328
288,2599.99,0.65444,0.47711,1.08455,0.90291,0.97949,0.98279,0.8094,0.62304,0.42404,1.04713,0.00812062,0.00812062,0.00812062
289,2608.68,0.61571,0.47032,1.06586,0.9028,0.94381,0.98196,0.80165,0.62836,0.42982,1.05009,0.00810841,0.00810841,0.00810841
290,2617.51,0.66223,0.48543,1.08783,0.87935,0.97805,0.98136,0.80102,0.62802,0.42761,1.04716,0.00809616,0.00809616,0.00809616
291,2626.45,0.64879,0.47195,1.06684,0.90801,0.95392,0.98004,0.80396,0.63401,0.43555,1.0577,0.00808389,0.00808389,0.00808389
292,2635.09,0.67688,0.48042,1.07764,0.91369,0.9555,0.98183,0.7961,0.6349,0.42806,1.06921,0.00807159,0.00807159,0.00807159
293,2643.86,0.62847,0.46613,1.06785,0.88819,0.97844,0.98216,0.80523,0.62253,0.42795,1.05575,0.00805925,0.00805925,0.00805925
294,2653,0.65417,0.47792,1.05219,0.92264,0.96872,0.98325,0.80137,0.61856,0.43127,1.04196,0.00804689,0.00804689,0.00804689
295,2661.72,0.63496,0.4533,1.0499,0.92205,0.96443,0.98286,0.80398,0.62333,0.43052,1.0497,0.0080345,0.0080345,0.0080345
296,2670.67,0.66596,0.46671,1.06459,0.922,0.9626,0.98311,0.81192,0.62058,0.42354,1.03831,0.00802208,0.00802208,0.00802208
297,2679.75,0.64423,0.46632,1.07991,0.92586,0.95546,0.97974,0.80903,0.61894,0.43087,1.04408,0.00800963,0.00800963,0.00800963
298,2688.44,0.63844,0.46766,1.0769,0.91184,0.96448,0.98127,0.81767,0.61549,0.43236,1.04722,0.00799715,0.00799715,0.00799715
299,2697.29,0.6571,0.46892,1.06254,0.89861,0.96178,0.9824,0.80232,0.62366,0.42931,1.04985,0.00798464,0.00798464,0.00798464
300,2705.87,0.61945,0.45262,1.08105,0.90118,0.95992,0.98154,0.81053,0.62616,0.43153,1.04515,0.0079721,0.0079721,0.0079721
301,2714.53,0.64119,0.44672,1.06607,0.91903,0.95576,0.98265,0.802,0.63966,0.43803,1.04758,0.00795954,0.00795954,0.00795954
302,2723.42,0.66246,0.45646,1.06123,0.89344,0.98179,0.98309,0.80364,0.63419,0.41891,1.04977,0.00794694,0.00794694,0.00794694
303,2732.14,0.64511,0.47007,1.07002,0.91771,0.95236,0.98159,0.81136,0.62124,0.41494,1.04468,0.00793432,0.00793432,0.00793432
304,2740.71,0.65776,0.47379,1.08712,0.91165,0.96714,0.98147,0.81187,0.6178,0.422,1.03754,0.00792167,0.00792167,0.00792167
305,2749.29,0.63784,0.45135,1.08183,0.92952,0.9653,0.98219,0.81905,0.61812,0.41484,1.04825,0.00790898,0.00790898,0.00790898
306,2758.27,0.67359,0.48151,1.07977,0.92909,0.96509,0.98194,0.80913,0.62272,0.4152,1.05519,0.00789628,0.00789628,0.00789628
307,2766.96,0.62975,0.45004,1.06566,0.92244,0.96971,0.98337,0.81994,0.61594,0.41806,1.04443,0.00788354,0.00788354,0.00788354
308,2775.79,0.65808,0.46285,1.05205,0.91626,0.96416,0.98317,0.82176,0.62203,0.41905,1.04408,0.00787077,0.00787077,0.00787077
309,2784.6,0.6317,0.46537,1.06658,0.90667,0.95719,0.9826,0.81263,0.62635,0.43102,1.04986,0.00785798,0.00785798,0.00785798
310,2793.3,0.60921,0.46043,1.05154,0.90606,0.96396,0.98177,0.80847,0.62909,0.41957,1.05385,0.00784516,0.00784516,0.00784516
311,2802.02,0.65263,0.47737,1.07442,0.88188,0.96986,0.98259,0.80811,0.62276,0.42706,1.05069,0.00783231,0.00783231,0.00783231
312,2810.76,0.64157,0.46239,1.06111,0.90709,0.97229,0.98337,0.81388,0.61912,0.42157,1.04828,0.00781944,0.00781944,0.00781944
313,2819.35,0.60029,0.45336,1.0549,0.91747,0.96254,0.9826,0.80654,0.62778,0.4302,1.05593,0.00780653,0.00780653,0.00780653
314,2828.05,0.65609,0.47634,1.0669,0.91667,0.96472,0.98468,0.80827,0.62883,0.42231,1.05221,0.0077936,0.0077936,0.0077936
315,2836.75,0.61325,0.43604,1.05778,0.92054,0.96673,0.98338,0.80856,0.6271,0.4191,1.05308,0.00778065,0.00778065,0.00778065
316,2845.57,0.64291,0.44506,1.03944,0.93152,0.96032,0.98337,0.81989,0.62089,0.41668,1.04947,0.00776766,0.00776766,0.00776766
317,2854.54,0.62951,0.447,1.04396,0.91709,0.97193,0.98308,0.8199,0.61481,0.41899,1.04383,0.00775465,0.00775465,0.00775465
318,2863.19,0.63644,0.4674,1.07082,0.90081,0.97601,0.98191,0.8154,0.6209,0.42835,1.05377,0.00774161,0.00774161,0.00774161
319,2871.99,0.61908,0.45966,1.07352,0.91351,0.96948,0.98275,0.81711,0.62036,0.41829,1.04234,0.00772855,0.00772855,0.00772855
320,2880.69,0.63027,0.44988,1.07134,0.9075,0.95591,0.98348,0.81474,0.63204,0.41742,1.05766,0.00771546,0.00771546,0.00771546
321,2889.35,0.6388,0.4492,1.08371,0.91241,0.9636,0.98304,0.81418,0.62154,0.41916,1.04876,0.00770234,0.00770234,0.00770234
322,2898.09,0.61694,0.44789,1.05432,0.9051,0.95607,0.98128,0.82001,0.61867,0.40792,1.04088,0.0076892,0.0076892,0.0076892
323,2906.83,0.62157,0.44781,1.06332,0.91749,0.9698,0.98459,0.8147,0.61965,0.41463,1.0466,0.00767603,0.00767603,0.00767603
324,2915.42,0.6076,0.44269,1.05119,0.90906,0.96904,0.98275,0.81676,0.62466,0.41825,1.057,0.00766284,0.00766284,0.00766284
325,2924.14,0.63332,0.46205,1.05165,0.90292,0.96599,0.98271,0.81932,0.6205,0.42647,1.04813,0.00764961,0.00764961,0.00764961
326,2932.79,0.59986,0.43707,1.05606,0.89629,0.97799,0.98299,0.81605,0.61585,0.41768,1.05047,0.00763637,0.00763637,0.00763637
327,2941.54,0.65277,0.4523,1.05317,0.90828,0.97257,0.98319,0.81879,0.61315,0.40664,1.0401,0.0076231,0.0076231,0.0076231
328,2950.31,0.59221,0.4344,1.06061,0.92772,0.96623,0.98375,0.82292,0.61722,0.40558,1.04538,0.0076098,0.0076098,0.0076098
329,2958.95,0.58664,0.43369,1.04513,0.92,0.97584,0.98355,0.82298,0.62009,0.40557,1.05758,0.00759648,0.00759648,0.00759648
330,2967.71,0.60819,0.43574,1.05957,0.91448,0.96012,0.98105,0.81948,0.61754,0.42166,1.055,0.00758313,0.00758313,0.00758313
331,2976.78,0.63352,0.4493,1.05611,0.89207,0.96524,0.9813,0.81719,0.62508,0.42187,1.06033,0.00756976,0.00756976,0.00756976
332,2985.54,0.64363,0.44901,1.06349,0.92331,0.9635,0.98154,0.80761,0.62303,0.41017,1.05974,0.00755636,0.00755636,0.00755636
333,2994.65,0.64264,0.44673,1.05594,0.92202,0.96437,0.98244,0.81621,0.60815,0.41468,1.04268,0.00754293,0.00754293,0.00754293
334,3003.35,0.62911,0.44582,1.06268,0.91878,0.96161,0.98386,0.82148,0.60521,0.40639,1.04323,0.00752949,0.00752949,0.00752949
335,3012.04,0.6069,0.43226,1.07447,0.90661,0.96355,0.98356,0.81019,0.61751,0.40606,1.06155,0.00751602,0.00751602,0.00751602
336,3020.82,0.64645,0.44597,1.07337,0.91388,0.96841,0.98286,0.80644,0.61548,0.40595,1.05525,0.00750252,0.00750252,0.00750252
337,3029.46,0.60214,0.45136,1.0586,0.91294,0.97221,0.98357,0.82082,0.60545,0.40182,1.042,0.007489,0.007489,0.007489
338,3038.06,0.60515,0.43506,1.05295,0.91072,0.97635,0.9832,0.81333,0.60691,0.40003,1.03352,0.00747546,0.00747546,0.00747546
339,3046.84,0.64656,0.45079,1.04561,0.91089,0.96387,0.98254,0.8071,0.61602,0.40095,1.03587,0.00746189,0.00746189,0.00746189
340,3055.55,0.61469,0.43395,1.07902,0.91575,0.96516,0.98163,0.80585,0.61976,0.40108,1.04182,0.0074483,0.0074483,0.0074483
341,3064.34,0.60634,0.44414,1.0611,0.92312,0.95495,0.98289,0.81268,0.61553,0.40143,1.04139,0.00743468,0.00743468,0.00743468
342,3073.17,0.64079,0.44024,1.04568,0.91721,0.96205,0.98231,0.81938,0.60962,0.41308,1.04365,0.00742104,0.00742104,0.00742104
343,3082.13,0.63329,0.45044,1.06051,0.91769,0.96607,0.98356,0.83063,0.60061,0.40683,1.02654,0.00740738,0.00740738,0.00740738
344,3090.91,0.62688,0.46207,1.06395,0.9151,0.97033,0.98261,0.82212,0.6112,0.40773,1.04393,0.00739369,0.00739369,0.00739369
345,3100.14,0.6087,0.44028,1.05373,0.92237,0.96898,0.98238,0.80708,0.61604,0.40036,1.04855,0.00737998,0.00737998,0.00737998
346,3108.79,0.5974,0.42628,1.06028,0.9183,0.9712,0.98232,0.81306,0.61115,0.3991,1.04661,0.00736625,0.00736625,0.00736625
347,3117.9,0.61194,0.43198,1.03614,0.91603,0.96841,0.98269,0.80744,0.61058,0.40842,1.04571,0.0073525,0.0073525,0.0073525
348,3126.99,0.61193,0.42213,1.04723,0.91498,0.97004,0.98231,0.82115,0.60893,0.40938,1.03788,0.00733872,0.00733872,0.00733872
349,3135.66,0.63484,0.43439,1.06391,0.89845,0.97896,0.98383,0.81559,0.6142,0.40833,1.05019,0.00732492,0.00732492,0.00732492
350,3144.17,0.62908,0.43839,1.05834,0.91238,0.9675,0.98242,0.81909,0.61607,0.40318,1.05374,0.0073111,0.0073111,0.0073111
351,3152.9,0.63361,0.44511,1.06105,0.92917,0.96265,0.98258,0.82301,0.60864,0.4004,1.03907,0.00729725,0.00729725,0.00729725
352,3161.65,0.63311,0.45321,1.07876,0.93103,0.96227,0.98256,0.82335,0.61328,0.40082,1.04296,0.00728339,0.00728339,0.00728339
353,3170.45,0.60528,0.43038,1.04703,0.92401,0.96848,0.98213,0.82515,0.60554,0.40261,1.03686,0.0072695,0.0072695,0.0072695
354,3179.28,0.63937,0.44322,1.04075,0.91708,0.96855,0.98231,0.82131,0.60867,0.39998,1.04372,0.00725559,0.00725559,0.00725559
355,3187.96,0.60159,0.427,1.04738,0.91445,0.9627,0.98205,0.82102,0.61058,0.3985,1.03807,0.00724165,0.00724165,0.00724165
356,3196.79,0.62585,0.43022,1.03594,0.91848,0.96562,0.98145,0.80995,0.61424,0.404,1.04235,0.0072277,0.0072277,0.0072277
357,3205.31,0.59719,0.42296,1.0499,0.91556,0.9697,0.98284,0.82721,0.61133,0.39705,1.03924,0.00721372,0.00721372,0.00721372
358,3214.05,0.60235,0.435,1.04826,0.9056,0.96218,0.98219,0.82306,0.61799,0.4009,1.03864,0.00719973,0.00719973,0.00719973
359,3222.73,0.59563,0.42498,1.04758,0.90981,0.96874,0.98209,0.8174,0.61535,0.39803,1.03522,0.00718571,0.00718571,0.00718571
360,3231.41,0.59868,0.42439,1.05136,0.92662,0.96018,0.98202,0.81318,0.62585,0.40014,1.05882,0.00717167,0.00717167,0.00717167
361,3240.22,0.61825,0.42832,1.05395,0.92338,0.96488,0.98193,0.81527,0.62075,0.40076,1.04897,0.00715761,0.00715761,0.00715761
362,3249.07,0.63953,0.44297,1.02966,0.91908,0.96054,0.98135,0.82025,0.6191,0.40215,1.05083,0.00714353,0.00714353,0.00714353
363,3257.91,0.62357,0.43941,1.03865,0.9138,0.97054,0.98349,0.82036,0.6135,0.40011,1.04419,0.00712942,0.00712942,0.00712942
364,3266.8,0.6525,0.45099,1.06948,0.91223,0.96226,0.98432,0.82466,0.61171,0.39935,1.04449,0.0071153,0.0071153,0.0071153
365,3275.99,0.58737,0.42372,1.03742,0.91504,0.96878,0.98349,0.82663,0.60979,0.39822,1.03815,0.00710116,0.00710116,0.00710116
366,3284.86,0.59358,0.4322,1.03147,0.92179,0.95625,0.98285,0.82885,0.61026,0.40294,1.04116,0.007087,0.007087,0.007087
367,3293.46,0.59356,0.42066,1.05246,0.90206,0.97305,0.98274,0.82046,0.60892,0.40295,1.04365,0.00707281,0.00707281,0.00707281
368,3302.65,0.6269,0.43574,1.05764,0.92085,0.97108,0.98246,0.82081,0.60886,0.40716,1.04282,0.00705861,0.00705861,0.00705861
369,3311.69,0.64319,0.43414,1.03684,0.91928,0.96543,0.98244,0.8194,0.6102,0.40515,1.04292,0.00704439,0.00704439,0.00704439
